feed_MeOH,feed_EtAC,feed_Water,feed_flow,feed_pressure,feed_temperature,reflux_ratio,reboiler_duty,condenser_duty,feed_stage_location,column_pressure,feed_flow_rate,N_TPC,N_FPC,N_TEDC,N_FEDC,N_EEDC,F_EDC,RR_EDC,N_TPDC,N_FPDC,RR_PDC,N_TSRC,N_FSRC,RR_SRC,purity_MeOH,purity_EtAC,recovery_MeOH,recovery_EtAC,energy_consumption,throughput,operating_cost,TAC,GGE_CO2,PRI,variable_constraints_valid,simulation_converged,feasibility_class,synthetic
0.0467654733423397,0.05200595403310994,0.9012285726245504,135.85979199113825,1.6368416348712367,25.650640873258972,5.858609639493184,2759.5330761700943,2422.3736242477753,19,1.6809262509493612,91.91172339256137,5,3,53,40,20,42.02427259718735,1.8293153754265914,21,8,3.3720502433934256,26,3,2.4915119573781173,0.9174567976134491,0.9219495585811691,0.8644142572442346,0.8598947324857091,5841.543365469533,71.14185791898988,399.04848317938627,3495664.7126514236,1.051477805784516,1.213557237091582,True,True,A,True
0.10155217635039536,0.034215079877867885,0.8642327437717368,85.45259681298683,1.9648376292738838,73.58726727933185,4.714624283027819,1003.3799943410995,1560.1467100629923,19,0.9702947809621147,135.62685345394365,4,3,46,21,21,19.662141116216837,1.5447928535359887,11,10,1.2178810185972857,17,4,1.4533295323665048,0.8425861996284837,0.8406009678165494,0.6633597957834758,0.6491695511884296,3130.3046899734245,63.55773240766261,254.60578816313364,2230346.7043090505,0.5634548441952164,1.9281864781274844,True,True,A,True
0.16138035352968444,0.0796232157170857,0.7589964307532299,93.71519188723308,1.799213835269405,62.01590612013495,2.0117265200158383,2980.0053843251235,2472.863765241365,30,1.2919874494325858,135.54937055649657,7,6,25,24,7,5.331302138795248,3.1690050722583396,30,21,4.260475733895377,13,12,1.403801537838103,0.8616700639560454,0.8598224219584717,0.6990971255685707,0.6861045822078151,5787.5835935432515,71.58629084563925,256.68798636981313,2248586.760599563,1.0417650468377853,1.7297456329334417,True,True,A,True
0.02916998337088781,0.1229573056813599,0.8478727109477523,61.45300735359734,1.602083554148566,48.26577236858795,3.4783694175908955,2771.496457989679,2013.7394640015953,21,1.9420971857889926,82.5530137287657,8,7,21,20,14,14.656310276878814,1.693261710526081,35,26,1.4802429666055106,25,3,0.8800824814648899,0.9127116261443907,0.9161204760204523,0.8479036829975222,0.8428338057641063,5232.304982060083,61.62633148609861,264.2641968304524,2314954.364234763,0.941814896770815,1.2554831053752538,True,True,A,True
0.14811922190667628,0.075546401073986,0.7763343770193377,105.70321523412784,1.7406778509276961,59.85881241964325,2.557043796352409,2923.4631924647074,750.8268837508006,14,0.8161148658615401,141.13030908350305,4,3,36,35,6,27.54701487965136,0.6940172005813567,22,21,2.7323220258867815,11,10,0.9394606629862359,0.8304138621955451,0.826294584947844,0.6229562149214134,0.6069605629951685,4045.892285459181,57.28041023462401,209.58117214426883,1835931.067983795,0.7282606113826526,2.1936128836207875,True,True,A,True
0.053825104503012866,0.08230142128607615,0.863873474210911,58.7649919316101,0.9416070825446184,77.71385987297087,5.469768006104121,2569.092114813324,1017.8488959407028,28,2.469002169517907,140.36462648225938,12,9,36,35,9,9.337593296907468,3.6201493465209826,13,12,1.293943852291859,23,9,1.7586977283785932,0.8388896798633408,0.8366039841119921,0.6520847719551358,0.637123878813452,4277.9269084223315,63.69444619497884,334.4104086183477,2929435.1794967256,0.7700268435160197,1.9849994570543898,True,True,A,True
0.2147642873311553,0.03927478910464452,0.7459609235642002,125.85195298352102,1.663355547141124,45.92558238650622,3.8383912760741707,2210.7037036294805,2054.585824198014,23,1.597937765209463,45.825984340664945,4,3,37,12,11,11.50358849897211,0.5032715741179514,14,13,1.1064985143676282,14,13,1.7641303621161653,0.9286591810057564,0.9319985996772644,0.8763942830759786,0.8722740925118445,4703.333351929034,36.38539492703683,249.73940134389395,2187717.155772511,0.8466000033472261,1.184847499374271,True,True,A,True
0.12511852240524457,0.08469532841569782,0.7901861491790576,52.28038710296975,1.9502710558897345,48.93820621657402,4.73986431805166,656.4629997595596,1613.977493263033,25,2.850783491939959,120.04192733265056,8,6,37,36,9,19.92060488041485,2.1306223696389974,32,14,0.22751127129394952,15,14,2.693674276927312,,,,,,,,,,,True,False,C,True
0.14769750416367877,0.11583773269668252,0.7364647631396387,60.85757411354436,1.606688111647774,36.8740270303405,4.02465128121303,2653.6833042893363,2375.348228177674,13,2.798428428330259,72.22995872528331,4,3,21,10,10,21.691502773809745,3.3361799982164113,21,20,1.9711194676540207,12,11,0.9082076225133501,0.9159837651550452,0.9181838012408919,0.8450616536335136,0.8398970420879641,5546.979109747968,53.57797478692505,293.1908481993481,2568351.8302262896,0.9984562397546344,1.2629939617540042,True,True,A,True
0.048672523181632614,0.11741262321812163,0.8339148536002458,143.60435700489631,0.9975293810984218,22.69463716353974,2.7235629480176202,3476.3642485730948,2707.528618888268,6,2.7379019781084595,165.08252955770087,10,3,38,26,11,39.74055944499446,2.6804789263542683,20,12,0.6573533415629401,23,19,0.8242585219724509,0.8461968286315089,0.8441002509895529,0.6543869498823945,0.6374429707486661,6656.906125662906,78.94472579625554,311.3513224466991,2727437.584633084,1.198243102619323,1.8931731926781017,True,True,A,True
0.019983068951797085,0.03644551190942041,0.9435714191387825,62.275793241148605,1.7973352065498873,29.197058997469643,1.2397561873148866,2258.086653714615,2661.317510261154,4,1.3447768149602273,148.83667735376486,5,4,54,27,16,11.475387614806285,0.15435152206198602,14,8,0.8777510849404742,8,7,0.4094058886541668,,,,,,,,,,,True,False,C,True
0.11646807275110509,0.051886145027530375,0.8316457822213645,108.11166092209024,1.0397307819920691,68.24747157093577,4.34936135177165,2690.8504121381793,653.8559292047457,17,2.8261501224156182,95.66094713549168,5,4,30,10,10,34.82888957436121,3.8269307024831827,23,10,5.55636973294096,18,2,1.687834224864133,0.8264143456363535,0.8227052176125839,0.6392324246204995,0.6272068387745161,3911.5928749953137,38.142000541195166,255.4057082501335,2237354.0042711697,0.7040867174991565,2.228557726082729,True,True,A,True
0.02272531729286329,0.11244115367005461,0.8648335290370821,64.03395970639126,1.3029371831795646,77.9739147285909,3.6570468087593624,3292.371986960655,2471.774472155021,17,2.4834322782052496,42.497149756778285,8,7,23,17,17,40.85676897463228,1.0072988936690914,18,17,3.6754933421300646,27,21,1.8291661141492408,0.9191776963423004,0.9233277146329739,0.8650504900090807,0.8605521730093835,6214.198521446626,32.938867197298386,294.9911924971117,2584122.846274698,1.1185557338603926,1.2119975883449667,True,True,A,True
0.07650425089477228,0.11622714109407087,0.8072686080111569,92.58820863735099,1.5823172306959692,72.04943790513948,2.8326019160425386,1168.30264514921,938.9883800934691,35,2.559765032217385,54.73893117957749,10,9,22,21,19,11.577795988671422,3.316190342779731,18,10,0.9488444045297416,27,23,0.5383185820690707,0.8116984768480614,0.8064903006216536,0.6015741308044185,0.5882932684978991,2495.6081187577784,18.389920789477024,141.14918502525592,1236466.8608212417,0.4492094613764001,2.590962979827589,True,True,A,True
0.0424082448126406,0.18356453377949622,0.7740272214078632,61.549006366535494,0.8253776196037281,23.323724549855605,1.2129205314279456,565.4839911442436,1896.0883034996223,20,1.5447130963968676,84.51875357328692,10,9,38,37,27,43.30092320699927,0.2695527418498886,22,7,1.4967947395159367,12,7,1.7351363226411796,0.7811444931655082,0.7730532119413327,0.5250533968523746,0.5092218434141205,2692.415103704901,17.6155953867805,122.72009810079052,1075028.059362925,0.4846347186668822,3.8696346689602446,True,True,A,True
0.018706737925760875,0.17306503139140922,0.8082282306828299,87.36141384595716,1.4285035384611646,26.10031417422296,5.034059611973646,561.0817860418232,2797.0730463487675,25,2.6245798838346066,166.37144014986637,4,3,55,19,19,40.0764893347098,2.605684776382636,26,24,0.8938580296375678,25,14,1.5669574670617228,0.7924992427984586,0.7857677948673488,0.5224023727869195,0.5009514985339945,4036.177645522323,43.14235846599592,309.56785851526917,2711814.4405937577,0.7265119761940182,3.2329660311053794,True,True,A,True
0.03870801968899844,0.03832322283913665,0.9229687574718649,88.50894961003534,1.567475925484532,35.98779905005077,1.0106567835329499,1881.419549473612,1425.6012952061894,22,1.4820283442763071,91.29494297567464,6,5,31,24,13,35.85845054551754,1.2578182508280127,30,29,5.50645331527525,25,13,1.018665554763832,0.8072711023063335,0.8032359780894688,0.6020556462524995,0.5887908344609161,3522.8869016279777,30.74443117089171,151.23191297140374,1324791.5576294968,0.6341196422930361,2.5855867318442267,True,True,A,True
0.13370904948969992,0.027077905154499315,0.8392130453558008,115.2587340560102,1.765270193536493,51.96333656394441,3.8709222497522005,1293.2824039656314,2284.211538237785,4,2.2675155091643955,160.50066956562517,5,4,24,23,19,9.279308670347056,2.930290950258565,25,4,5.622044953933694,23,5,2.8786967254317872,,,,,,,,,,,True,False,C,True
0.05557703529197889,0.036193078925895954,0.9082298857821252,128.26241046295468,1.754137806779703,76.76162376903982,1.6696234522672857,2229.2352756107584,556.6328334238833,20,1.0110991298226932,119.09308560614186,9,2,40,26,15,28.518429898090524,3.079301221025693,33,25,3.0037039718950322,12,11,2.7971468952858003,0.7950386702256136,0.7898303983359867,0.5617363347734856,0.5455364554654233,3066.797157767405,33.9976773368186,151.04938428519932,1323192.6063383461,0.552023488398133,2.980879482765713,True,True,A,True
0.039728996436942034,0.22914027055276612,0.7311307330102919,58.770901191076845,1.5894359420486333,45.116498047422766,4.691064213622691,2480.817381256637,1200.821947486243,27,2.4300771529695653,77.8748917274246,12,9,33,29,11,12.092524188124985,0.6763551529145474,12,11,2.6836338194726443,23,10,2.2025728405982647,0.8763192342549042,0.8752756986710324,0.7493547125807579,0.7409998696667832,4251.187721704796,45.34326736115344,278.29071047318143,2437826.6237450694,0.7652137899068633,1.5816331789268878,True,True,A,True
0.14220337683378298,0.014018426200463063,0.843778196965754,128.03014939093921,1.3752434769494486,42.58156840884958,5.9224629605610675,2625.0567316112947,2868.225582010371,16,2.641280830057878,129.19034375876907,5,3,24,23,19,35.8743364297452,0.14798047496555106,12,11,4.969857116058295,17,8,1.4027168413057258,0.8915548128375554,0.8932170700645079,0.7821390858394609,0.7724445267208789,6222.101084131203,85.42372522596288,425.4489614803732,3726932.9025680693,1.1199781951436165,1.4060272620421088,True,True,A,True
0.06132715140932947,0.12367117555301839,0.8150016730376521,141.84418955155542,1.737552842517819,26.635304659766632,5.982801015457924,3125.5200753540103,1066.5527822329052,28,0.8554068764913189,179.87466226639341,11,2,43,10,10,9.069832714285972,3.5984302556968384,32,2,1.5208855424427676,17,5,2.3414654250420446,0.8447351495729339,0.8422719836228657,0.6416671884534594,0.6230665395463753,4904.363919468438,84.42252975556623,395.5909427008156,3465376.658059145,0.882785505504319,1.9255176426705907,True,True,A,True
0.22260388475176224,0.02586301617288439,0.7515330990753534,115.62690393274902,0.8433952525936355,20.325790047722027,0.49961591868351374,2278.3680507079557,2464.0008893204213,34,2.638581223015375,48.012471621456456,6,5,48,47,28,39.74487795969713,2.822671057516685,31,26,0.3368926673276919,17,6,0.41852485395164707,0.7804449434707688,0.772000775856225,0.5212150418410788,0.5052555432357815,4918.094692812596,9.699722927480758,185.38451248481485,1623968.329366978,0.8852570447062673,3.967859233412618,True,True,A,True
0.12462628546461002,0.0441956570852135,0.8311780574501765,113.00118445763987,1.821357319714322,29.312779546465453,4.4608023332239375,998.4286216936027,1031.0486285580607,6,2.952491483756836,125.61610483678975,10,6,21,7,7,6.905774821107519,3.548168274330587,21,20,1.1214542938927692,15,4,0.591423025196941,0.7996331153202563,0.7937753149042192,0.5621045178654372,0.5453733263912194,2634.779546042739,36.61972627674369,223.11509760117394,1954488.2549862838,0.4742603182876931,2.9280780538203066,True,True,A,True
0.023845290899050034,0.021347642416859977,0.95480706668409,128.4080948341408,1.5636900105293323,54.34478899751824,1.0417554770572883,3332.6758060300945,1113.6251077897384,16,2.2794622670137588,130.89264173434324,9,5,53,11,6,27.875873230112393,1.6757341238889873,33,15,0.8033834045666932,28,5,0.8703228600547094,0.7995234248411806,0.795288752108705,0.5710713771533344,0.5541993695805836,4724.554199487945,40.68965704018751,203.5088297855582,1782737.3489214897,0.8504197559078301,2.7711360571696786,True,True,A,True
